document_number,document_district,document_date,file_name,document_page_number,paragraph_number,event_date,location_text,map_coordinate,type,initiator,initiator_numbers,target,target_numbers,affected_count,government_killed,government_wounded,government_captured,rebels_killed,rebels_wounded,rebels_captured,civilians_killed,civilians_wounded,civilians_captured
14,NAIROBI,During The Week Ending 18th June 1953,Nairobi_FCO_141-5791_IMG_5052_1L,,212/53,,EMBU,,Contact,Government,,Terrorist,20,,,,,5,,30,,,
14,NAIROBI,Week ending 18th June 1953,Nairobi_FCO_141-5791_IMG_5053_1L,,,12.6.53,EASTLEIGH,,Murder,Rebels,,Civilians,,1,,,,,,,,,
14,NAIROBI,Week ending 18th June 1953,Nairobi_FCO_141-5791_IMG_5053_1L,,,15.6.53,BAHATI,,Contact,KPR,,Rebels,1,,,,,1,,,,,
14,NAIROBI,Week ending 18th June 1953,Nairobi_FCO_141-5791_IMG_5053_1L,,,16.6.53,BAHATI,,Contact,KPR,,Rebels,1,,,,,,1,1,,,
14,NAIROBI,During The Week Ending 18th June 1953,Nairobi_FCO_141-5791_IMG_5053_1L,4,101/53,14.06.1953,PUMWANI,,Contact,Kikuyu,,Terrorist,,,,,,1,,,,,
14,NAIROBI,During The Week Ending 18th June 1953,Nairobi_FCO_141-5791_IMG_5053_1L,4,102/53,15.06.1953,PUMWANI,,Contact,,,Kikuyu,,,,,,,1,,,,
14,NAIROBI,During The Week Ending 18th June 1953,Nairobi_FCO_141-5791_IMG_5053_1L,4,103/53,15.06.1953,BAHATI,,Contact,K.P.R. office,,Terrorist,,,,,,1,,,,,
14,NAIROBI,During The Week Ending 18th June 1953,Nairobi_FCO_141-5791_IMG_5053_1L,4,104/53,16.06.1953,BAHATI,,Contact,"""D"" Force",,Terrorist,,,,,,,1,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,18.6.53,SCHOOL LANE,,Theft,Rebels,,Firearms,,1,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,20.6.53,PUMWANI,,Assault,Rebels,,Civilians,,1,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,20.6.53,BUCCLEYS ROAD,,Theft,Rebels,50,"Food, Tools",,,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,20.6.53,CITY,,Theft,Rebels,,Ammunition,,75 rounds,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,21.6.53,CITY,,Theft,Rebels,,Firearms,,1,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,21.6.53,CAPITOL,,Theft,Rebels,,Firearms,,1,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,21.6.53,PUMWANI,,Assault,Rebels,,Civilians,,1,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,20.6.53,BAHATI,,Theft,Rebels,,Cash,,,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,22.6.53,ELLIOT STREET,,Theft,Rebels,,Firearms,,1,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,23.6.53,HOSPITAL,,Murder,Rebels,,Civilians,,1,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,23.6.53,PUMWANI,,Assault,Rebels,,Civilians,,2,,,,,,,,,
15,NAIROBI,Week ending 24th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,,,23.6.53,KARIOKOR,,Screening,Government,,Civilians,,7,,,,,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,105/53,18.06.53,SCHOOL LANE,,Theft,Terrorist,,Arms And Property,2,2,,,,,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,105/53,18.06.53,SCHOOL LANE,,Capture,,,Houseboy,,,,,,,,,,,1
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,106/53,19.06.1953,EASTLEIGH,,Attack,Woman,,Municipal Inspectors,2,,,,,,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,107/53,20.06.1953,PUMWANI,,Attack,Terrorists,,Civilian,,,,,,,,,,1,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,108/53,20.06.1953,BUCCLEYS ROAD,,Theft ,Gang ,50,Food and tools,Some,Some,,,,,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,109/53,20.06.1953,,,Theft ,Gang ,50,Arms,1,1,,,,,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,110/53,21.06.1953,CITY,,Theft,Terrorist,,Arms,8,8,,,,,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,111/53,21.06.1953,CAPITOL,,Theft,Terrorist,,Arms,13,13,,,,,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,112/53,20.06.1953,BUCCLEYS RD,,Theft,Terrorists,,Cigarettes,Unknown ,Unknown,,,,,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,113/53,21.06.1953,PUMWANI,,Contact,Gang,,Terrorist,1,,,,,1,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,114/53,20.06.1953,BAHATI,,Theft ,Gang,,Bus Conductor,Cash Bag,Cash Bag,,,,,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,115/53,22.06.1953,ELLIOTT ST,,Theft,Terrorist,,Arms,8,8,,,,,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,117/53,23.06.1953,PUMWANI,,Contact,,,Terrorists,2,,,,,2,,,,,
15,NAIROBI,During The Week Ending 25th June 1953,Nairobi_FCO_141-5791_IMG_5049_1L,4,118/53,23.06.1953,KARIOKOR,,Capture,Government,,Gang,7,,,,,,,7,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,23.6.53,PUMWANI,,Assault,Rebels,,Civilians,,2,,,,,,,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,23.6.53,NAIROBI DAM,,Murder,Rebels,,Civilians,,1,,,,,,,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,25.6.53,MUTHAGA,,Screening,Government,,Civilians,,11,,,,,,,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,26.6.53,NGARA,,Contact,Police,4,Rebels,5,,,,,,,1,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,26.6.53,VICTORIA STREET,,Theft,Rebels,,Firearms,,1,,,,,,,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,28.6.53,PUMWANI,,Capture,Government,,Rebels,1,,,,,,,1,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,28.6.53,PUMWANI,,Contact,KPR,2,Rebels,1,,,,,,,1,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,28.6.53,PUMWANI,,Assault,Rebels,3,Police,,1,,,,,,,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,30.6.53,STARCHE,,Assault,Rebels,,Civilians,,1,,,,,,,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,29.6.53,DUNDORA,,Screening,Police,,Civilians,,6,,,,,,,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,30.6.53,MATHARI,,Murder,Rebels,,Civilians,,1,,,,,,,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,1.7.53,GOVT RD,,Assault,Rebels,3,Civilians,,1,,,,,,,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,2.7.53,GOVT RD,,Murder,Police,,Civilians,,1,,,,,,,,,
17,NAIROBI,Week ending 2nd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,,,2.7.53,PUMWANI,,Assault,Rebels,,EAS,,1,,,,,,,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,320,23.6.1953,PUMWANI,,Attack,,,Police Informer & Child,2,,2,,,,,,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,321,23.6.1953,NAIROBI DAM,,Murder,,,Civilian,,,,,,,,,1,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,322,25.6.1953,MUTHAIGA,,Screening,,,Employees of Club,,,,,,,,,,,11
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,323,26.6.1953,NGARA,,Contact,Police,4,Terrorist,5,,,,,,,1,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,324,26.6.1953,VICTORIA ST,,Theft,Terrorist,,Arms,1,1,,,,,,,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,324,26.6.1953,VICTORIA ST,,Capture,Government ,,Terrorist,,,,,,,,1,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,326,28.6.1953,PUMWANI,,Capture,Government ,,Terrorist,1,,,,,,,1,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,327,28.6.1953,PUMWANI,,Contact,,,Terrorist,,,,,,,1,,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,328,28.6.1953,PUMWANI,,Attack,Gang,3,Constable,1,,,1,,,,,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,329,30.6.1953,STAREHE,,Attack,,,Interpreter,1,,,1,,,,,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,331,29.6.1953,DUNDORA,,Capture ,Government,,Terrorists,6,,,,,,,6,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,331,29.6.1953,DUNDORA,,Contact,Government ,,Terrorist,1,,,,,,1,,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,334,1.7.1953,GOVT RD,,Attack,Kikuyus,3,Terrorists,1,,,,,,1,,,,
17,NAIROBI,The Week Ending 3rd July 1953,Nairobi_FCO_141-5791_IMG_5045_1L,3,335,2.7.1953,GOVT RD,,Contact,Constable,1,Civilian,1,,,,,,,,1,,
18,NAIROBI,The Week Ending 10th July 1953,"Nairobi_FCO_141-5791_IMG_5040_1L, Nairobi_FCO_141-5791_IMG_5041_1L","2,3",258/53,,KARIOKOR POLICE POST,,Attack,Terrorist,,Government,,,1,,,,,,,,
18,NAIROBI,Week ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,,,4.7.53,BREWERY,,Murder,Rebels,,Civilians,,1,,,,,,,,,
18,NAIROBI,Week ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,,,6.7.53,PUMWANI,,Assault,Rebels,,Home Guard,,1,,,,,,,,,
18,NAIROBI,Week ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,,,6.7.53,KARIOKOR,,Contact,Rebels,,Police Post,,,,1,,,,,,,
18,NAIROBI,Week ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,,,6.7.53,EASTLEIGH,,Murder,Rebels,,Civilians,,1,,,,,,,,,
18,NAIROBI,Week ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,,,6.7.53,MUTHAIGA,,Theft,Rebels,4,Cash,,,,,,,,,,,
18,NAIROBI,Week ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,,,8.7.53,LANGATA,,Contact,Rebels,Gang,Patrol,,,,,,,,,,,
18,NAIROBI,Week ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,,,8.7.53,RACECOURSE ROAD,,Murder,Rebels,,Civilians,,1,,,,,,,,,
18,NAIROBI,Week ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,,,9.7.53,ATHI ROAD,,Murder,Rebels,,Civilians,,1,,,,,,,,,
18,NAIROBI,Week ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,,,9.7.53,MAPARANI RIVER,,Murder,Rebels,,Civilians,,2,,,,,,,,,
18,NAIROBI,The Week Ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,4,137/53,4.7.1953,BREWERY,,Attack,,,Terrorist,,,,,,1,,,,,
18,NAIROBI,The Week Ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,4,138/53,6.7.1953,PUMWANI,,Attack,,,Home Guard,,,,1,,,,,,,
18,NAIROBI,The Week Ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,4,139/53,6.7.1953,KARIOKOR,,Attack,,,Government,,,,1,,,,,,1,
18,NAIROBI,The Week Ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,4,141/53,6.7.1953,MUTHAIGA,,Theft ,Kikuyus,4,Civilians,,Few,,,,,,,,,
18,NAIROBI,The Week Ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,4,143/53,8.7.1953,RACECOURSE ROAD,,Attack,Terrorist,,Trainer,,,1,,,,,,,,
18,NAIROBI,The Week Ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,4,144/53,9.7.1953,ATHI ROAD,,Attack,Gang,,Civilian,,,,,,,,,1,,
18,NAIROBI,The Week Ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,4,144/53,9.7.1953,ATHI ROAD,,Theft,Gang,,Typewriter,1,1,,,,,,,,,
18,NAIROBI,The Week Ending 10th July 1953,Nairobi_FCO_141-5791_IMG_5042_1L,4,146/53,9.7.1953,ATHI ROAD,,Contact,Night Watchmen and K.P.R Officer,2,Gang,,,,,,,1,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,11.7.53,PUMWANI,,Assault,Rebels,,Civilians,,1,,,,,,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,13.7.53,QUARRY RD,,Murder,Rebels,,Civilians,,1,,,,,,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,12.7.53,PUMWANI,,Murder,Rebels,,Civilians,,1,,,,,,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,12.7.53,RACECOURSE,,Theft,Rebels,7,Firearms,,1,,,,,,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,14.7.53,PUMWANI,,Capture,Government,,Rebels,,2,,,,,,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,14.7.53,BAHATI,,Assault,Rebels,,Civilians,,1,,,,,,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,15.7.53,MATHARI,,Capture,Police,,Rebels,,2,,,,,,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,15.7.53,ZIWANI,,Assault,Rebels,,Tribal Police,,1,,,,,,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,15.7.53,PUMWANI,,Murder,Rebels,,Civilians,,1,,,,,,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,15.7.53,KALOLENI,,Murder,Rebels,,Civilians,,1,,,,,,,,,
19,NAIROBI,Week ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,,,16.7.53,NGARA,,Assault,Rebels,,Home Guard,,1,,,,,,,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,147/53,09.07.1953,KARIOKOR,,Contact,Terrorist,,Constable,,,,1,,,,,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,147/53,09.07.1953,KARIOKOR,,Capture,,,Terrorist,,,,,,,,1,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,149/53,11.7.1953,PUMWANI,,Contact,Terrorist,,Government,,,,1,,,,,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,150/53,13.7.1953,QUARRY RD,,Contact,Terorist,,Kikuyu,,,,,,,,,1,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,151/53,12.7.1953,PUMWANI,,Contact,Government ,,Terrorist,,,,,,1,,,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,152/53,12.7.1953,,,Attack,Kikuyu,7,Government ,,,,,,,,,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,152/53,12.7.1953,,,Theft,Kikuyu,7,arms,,1,,,,,,,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,153/53,14.7.1953,PUMWANI,,Capture,Government ,,,2,,,,,,,2,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,154/53,14.7.1953,BAHATI,,Murder,Terrorist,,Unknown,,,,,,,,,,,1
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,155/53,14.7.1953,MATHARI,,Capture ,Police,,Terrorists,,,,,,,,2,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,156/53,15.7.1953,ZIWANI,,Contact,Terrorist,,Tribal Policeman,,,,1,,,,,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,157/53,15.7.1953,PUMWANI,,Murder,Unknown,,Terrorists,2,,,,,2,,,,,
19,NAIROBI,The Week Ending 17th July 1953,Nairobi_FCO_141-5791_IMG_5038_1L,4,159/53,16.7.1953,NGARA,,Contact,Terrorist,,Home Guard,,,,1,,,,,,1,
20,NAIROBI,During The Week Ending 24th July 1953,Nairobi_FCO_141_5791_IMG_5034_1L,4,161/53,17.07.1953,GOVT RD,,Contact,Government,,Terrorists,,,,,,,1,,,,
20,NAIROBI,During The Week Ending 24th July 1953,Nairobi_FCO_141_5791_IMG_5034_1L,4,162/53,17.07.1953,QUARRY RD,,Contact,Gang,,Civilians,,,,,,,,,1,,
20,NAIROBI,During The Week Ending 24th July 1953,Nairobi_FCO_141_5791_IMG_5034_1L,4,163/53,18.07.1953,PUMWANI,,Contact,Government,,Civilians,,,,,,,,,,,1149
20,NAIROBI,During The Week Ending 24th July 1953,Nairobi_FCO_141_5791_IMG_5034_1L,4,164/53,19.07.1953,,,Theft,Terrorists,,Arms,,1,,,,,,,,,
20,NAIROBI,During The Week Ending 24th July 1953,Nairobi_FCO_141_5791_IMG_5034_1L,4,164/53,19.07.1953,,,Capture,Government,,Terrorists,,,,,,,,1,,,
20,NAIROBI,Week ending 23rd July 1953,Nairobi_FCO_141-5791_IMG_5034_1L,,,17.7.53,GOVT RD,,Assault,Rebels,,Civilians,,1,,,,,,,,,
20,NAIROBI,Week ending 23rd July 1953,Nairobi_FCO_141-5791_IMG_5034_1L,,,17.7.53,QUARRY RD,,Murder,Rebels,,Civilians,,1,,,,,,,,,
20,NAIROBI,Week ending 23rd July 1953,Nairobi_FCO_141-5791_IMG_5034_1L,,,18.7.53,PUMWANI,,Screening,Government,,Rebels,,1149,,,,,,,,,
20,NAIROBI,Week ending 23rd July 1953,Nairobi_FCO_141-5791_IMG_5034_1L,,,19.7.53,R NAIROBI GOLF CLUB,,Theft,Rebels,,Firearms,,1,,,,,,,,,
20,NAIROBI,Week ending 23rd July 1953,Nairobi_FCO_141-5791_IMG_5034_1L,,,20.7.53,MAKONGENI,,Murder,Rebels,,Civilians,,1,,,,,,,,,
20,NAIROBI,Week ending 23rd July 1953,Nairobi_FCO_141-5791_IMG_5034_1L,,,20.7.53,MUNICIPAL ABBATTOIR,,Murder,Rebels,,Civilians,,1,,,,,,,,,
21,NAIROBI,For the week Ending 31st July 1953,Nairobi_FCO_141_5791_IMG_5030_1L,3,196/53,25.07.1953,BAHATI,,Contact,Government,,Civilians,,,,,,,,,,,170
21,NAIROBI,For the week Ending 31st July 1953,Nairobi_FCO_141_5791_IMG_5030_1L,3,197/53,27.07.1953,EASTLEIGH,,Theft,Terrorist,,Fare-Money,,,,,,,,1,,,
21,NAIROBI,For the week Ending 31st July 1953,Nairobi_FCO_141_5791_IMG_5030_1L,3,198/53,26.07.1953,RAILWAY LANDIES,,Contact,Government,,Civilians,,,,,,,,,,,539
21,NAIROBI,For the week Ending 31st July 1953,Nairobi_FCO_141_5791_IMG_5030_1L,3,199/53,27.07.1953,,,Capture,Government,,Terrorists,,,,,,,,9,,,
21,NAIROBI,For the week Ending 31st July 1953,Nairobi_FCO_141_5791_IMG_5030_1L,3,199/53,28.07.1953,,,Capture,Government,,Terrorists,,,,,,,,15,,,
21,NAIROBI,For the week Ending 31st July 1953,Nairobi_FCO_141_5791_IMG_5030_1L,3,200/53,30.07.1953,CAMPOS AVE,,Theft,Terrorists,4,Bar,,1,,,,,,,,,
21,NAIROBI,For the week Ending 31st July 1953,Nairobi_FCO_141_5791_IMG_5030_1L,3,202/53,25.07.1953,KARIOKOR,,Theft ,Terrorists ,12,Conductor's takings,,1,,,,,,,,,
21,NAIROBI,For the week Ending 31st July 1953,Nairobi_FCO_141_5791_IMG_5030_1L,3,201/53,29.07.1953,,,Capture,Government,,Terrorist,,,,,,,,1,,,
21,NAIROBI,For the week Ending 31st July 1953,Nairobi_FCO_141_5791_IMG_5030_1L,3,203/53,23.07.1953,PUMWANI,,Capture,Government,,Terrorist,,,,,,,,1,,,
21,NAIROBI,For the week Ending 31st July 1953,Nairobi_FCO_141_5791_IMG_5030_1L,3,204/53,24.07.1953,KARIOKOR,,Attack,Terrorists ,6,Civilians,,2,,,,,,,,,
21,NAIROBI,Week ending 31st July 1953,Nairobi_FCO_141-5791_IMG_5030_1L,,,24.7.53,RACECOURSE ROAD,,Murder,Rebels,,Civilians,,1,,,,,,,,,
21,NAIROBI,Week ending 31st July 1953,Nairobi_FCO_141-5791_IMG_5030_1L,,,25.7.53,BAHATI,,Screening,Government,,Civilians,,170,,,,,,,,,
21,NAIROBI,Week ending 31st July 1953,Nairobi_FCO_141-5791_IMG_5030_1L,,,27.7.53,EASTLEIGH,,Theft,Rebels,,Cash,,,,,,,,,,,
21,NAIROBI,Week ending 31st July 1953,Nairobi_FCO_141-5791_IMG_5030_1L,,,26.7.53,RAILWAY LANDIES,,Screening,Government,,Civilians,,539,,,,,,,,,
21,NAIROBI,Week ending 31st July 1953,Nairobi_FCO_141-5791_IMG_5030_1L,,,27.7.53,NAIROBI,,Screening,Government,,Civilians,,9,,,,,,,,,
21,NAIROBI,Week ending 31st July 1953,Nairobi_FCO_141-5791_IMG_5030_1L,,,28.7.53,NAIROBI,,Screening,Government,,Civilians,,15,,,,,,,,,
21,NAIROBI,Week ending 31st July 1953,Nairobi_FCO_141-5791_IMG_5030_1L,,,30.7.53,CAMPOS RIBERIO AVE,,Theft,Rebels,,Cash,,,,,,,,,,,
21,NAIROBI,Week ending 31st July 1953,Nairobi_FCO_141-5791_IMG_5030_1L,,,25.7.53,KARIOKOR,,Theft,Rebels,,Cash,,,,,,,,,,,
21,NAIROBI,Week ending 31st July 1953,Nairobi_FCO_141-5791_IMG_5030_1L,,,24.7.53,KARIOKOR,,Theft,Rebels,,Cash,,,,,,,,,,,
25,NAIROBI,For the week Ending 28th Augest 1953,Nairobi_FCO_141_5791_IMG_5017_1L,3,382/53,22.08.1953,KARIOKOR HOUSE,,Capture,Striking Force,,Terrorists,,,,,,,,7,,,
25,NAIROBI,Week ending 28th August 1953,Nairobi_FCO_141-5791_IMG_5017_1L,3,383/53,22.8.53,KARIOKOR,,Capture,Striking Force,,Rebels,7,,,,,,,7,,,
27,NAIROBI,Week ending 11th September 1953,Nairobi_FCO_141-5791_IMG_5011_1L,2,415/53,,MINCING LANE MARKET,,Capture,Police,,Rebels,11,,,,,,,11,,,
32,NAIROBI,Week ending 9th October 1953,Nairobi_FCO_141-5791_IMG_5003_1L,2,474/53,6.1.53,NAIROBI,,Capture,Government,,Rebels,1,,,,,,,1,,,
32,NAIROBI,The Week Ending 9th October 1953,Nairobi_FCO_141-5791_IMG_5003_1L,2,474/53,6.10.1953,MAU MAU,,Capture,Nairobi West Screening Camp,,Gang,,,,,,,,1,,,
36,NAIROBI,Week ending 6th November 1953,Nairobi_FCO_141-5791_IMG_4996_1L,,453/53,,BULLER CAMP,,Screening,Government,,Military,,13,,,,,,,,,
36,NAIROBI,The Week Ending 6th November 1953,Nairobi_FCO_141-5791_IMG_4996_1L,1,453/53,,,,Capture,Special Branch,,Non commissioned officers and private soldiers,,,,,,,,13,,,
38,NAIROBI,Week ending 20th November 1953,Nairobi_FCO_141-5791_IMG_4989_1L,,459/53,18.11.53,MUNICIPAL LANDHIES,,Murder,Rebels,2,Civilians,,1,,,,,,,,,
38,NAIROBI,Week ending 20th November 1953,Nairobi_FCO_141-5791_IMG_4989_1L,,460/53,13.11.53,NAIROBI,,Theft,Rebels,,Firearms,,2,,,,,,,,,
38,NAIROBI,The Week Ending 20th November 1953,Nairobi_FCO_141-5791_IMG_4989_1L,1,459/53,18.11.1953,MUNICIPAL LANDHIES,,Murder,Terrorist,2,Civilian,1,,,,,,,,1,,
38,NAIROBI,The Week Ending 20th November 1953,Nairobi_FCO_141-5791_IMG_4989_1L,1,460/53,,,,Theft,Terrorist,,Arms,,,,,,,,,,,
38,NAIROBI,Week ending 20th November 1953,Nairobi_FCO_141-5791_IMG_4990_1L,2,461/53,18.11.53,EASTLEIGH,,Contact,Rebels,1,KPR,3,,,,,,1,,,,
38,NAIROBI,Week ending 20th November 1953,Nairobi_FCO_141-5791_IMG_4990_1L,2,462/53,18.11.53,NAIROBI,,Theft,Rebels,,Firearms,,1,,,,,,,,,
